json_id	json_number	all_conll	train	test	dev	sent
48777033672687616	73	189	189			Blog Post - Learn how to Raise More Money and Awareness through Collaborative Partnership 46 - http://ow.ly/4enPp
49149970200272896	74					I liked a YouTube video -- Xbox Kinect FAIL !!! ( original ) http://youtu.be/Ux1FZpPKh20?a
49559011401531392	75	190	190			SHM .. brb
49931213963665408	76					Photo : mfw the SOMEBODY shows up a day early to your meeting , blames you for his scheduling error , and then ... http://tumblr.com/xjz1uajzjh
50343719429345281	77	191	191			#np DJ Got Us - Falling In Love Ag - U$her Ft . Pitbull
50659483248103424	78	192	192			RT @xochinadoll : I feel so blah today .
50914941863075841	79	193	193			O_O lucky you ... . llabd wutup doe ?! Shine ! RT @Queen_Shine : @11wdNICK * yawns * Still in the bed :)
51118126217183232	80	194	194			@waveyylifestyle true true . I'm in love wit food nigga
51685120708579328	81	195	195			Dear I think we are facing a problem , you act like you love me no longer .
51858412669124608	82	196	196			http://bit.ly/er4S9P making it easy to put up a @wordpress , @joomla in the cloud #aws
52446366080827392	83	197	197			@JulzGStar hey yh I'm in bristol this saturday for my birthday , is der nefin goin on x
52744593745260544	84	198	198			Tryna go to at least 5 phillies games this season
53157577453871104	85	199	199			hurreyyyyyyyyyyyyyy we won
53369054131519488	86	200	200			@HeavenTechnotic HAHAHAHA , maybe its ment to be . ( x
53954155374592000	87	201	201			Gabe : " You want to buy shoes ? You have 18 minutes left before your appointment . " #ChallengeAccepted #MissionImpossibleTheme #DoABarrelRoll
54079544101044224	88					@LaME_guy i can't login with nus's application no , don't know y . When i login with ntu's , nvr c nus's offer . Looks like nus nvr accept me :/
54574568483991552	89	202		188		@HarrySquad that is the most stunning creature I have ever seen
54982162386141184	90	203		189		RT @ajparrot : you dont know shit , about shit
55385243502395392	91	204		190		Be ready for anything because anything goes with me . Check out http://minilien.fr/a0ku66 #match #sex #real
55460195878440960	92	205		191		Twitter off#
55992381740285953	93	206		192		I'd like to take this over ,, what I'm tryin ' to say is you should be mine ..
56178722084102146	94	207		193		It's raining !! 
56858161289756672	95	208		194		@DJBKnockin well I'm fuckn amazin .. lol ... tottaly awsome who's bad now lol
57134427708465152	96	209		195		@ViRiDiS68 ha ! I'm gonna go with yes
57394302548049925	97	210		196		answer : spouting , @tunjung 8/388 points , meaning : http://goo.gl/XzlsV
57896893392494592	98	211		197		Upcoming rap artist ? OMFG !! I don't think so http://6.md/a90f0?=f938 ! Chuck Norris Starbucks iPod
58033765989093376	99	212		198		#nothappy that Adelaide has lost the #rugbysevens
58666191618719744	100	213		199		@tacobell Reportedly Testing All-Dorito Taco Shell http://www.geekosystem.com/tacobell-dorito-taco/
58878154806267904	101	214		200		RT @GreatestQuotes : " Do what you can , with what you have , where you are . " - Theodore Roosevelt
59080370959814657	102	215		201		Phoooonneeeeeeeeee with my wife !
59677467614527488	103	216	202			Check this video out -- Polaroid Polarized Sunglasses ( Thailand ) http://t.co/m8JrjHG via @youtube
59937891853414400	104	217	203			@itsjackc i from in italy !!!!! and you ???
60353551767060481	105					@TheDjReFlex if u can't beat em join em . Lol
60687632111374336	106	218	204			RT @JosetteSheeran : @WFP #Libya breakthru ! We move urgently needed #food ( wheat , flour ) by truck convoy into western Libya for 1st time ...
60888698782351360	107	219	205			@KWinnie89 :/ It's okay . I guess people are going again next week , do you think you'll go ?
61391495143505920	108	220		170		@belinda_bieber . Have u meet norway yet ?? Lol
61812586458529792	109	221		171		RT @alisha_bieber96 : #nsnweekend how can people choose there favourite performance , the whole thing was perfect !
62018359100850176	110	222		172		@alvinhocheese @Zixuan29 I uploaded/uploading remaining albums . Muackszx
62412451722964992	111	223		173		Lorex LW2003 LIVE snap Video Baby Monitor ( White ): Get The Lowest Prices On NEW Lorex LW2003 LIVE snap Video Bab ... http://bit.ly/dRjonS
62961582585552897	112	224		174		@YourButt Key and Jjong are together . >.>
63322795802763265	113	225		175		I call my dad and this dude is blasting music . I cant understand him and he keeps saying " what ? " . Doesn't that mean turn down the music ? =_=
63481189670985728	114	226		176		RT @RobertaSaidThat : Billionaires/CEOs throwing massive $$$ into front Orgs since Citizens United . They plan to BUY America Gov't in 201 ...
63791085822025729	115	227		177		@amy_inVA He better !! We buy his stuff ! haha
64412111459201024	116	228		178		@Codys1Angel143 I'm from england . Where's missiuri ?
64646870714155009	117	229		179		How to Find And Cultivate Your Passion
64873547478220800	118	230		180		kid cudi is a faggot , that is all
65450293604777984	119	231		181		. @OFH_John & I are talking about optics entrepreneurship & " the Actuality story " tonight Media Lab E14-525 6p-8p for http://bit.ly/mNwM28
65748429254561792	120	232		182		Amateur Radio – Hurricane Katrina interview and audio | Survival Kits http://bit.ly/mC435R
66221114522738689	121	233		183		#NowPlaying Get Another Boyfriend of @backstreetboys
66323384262340608	122	234		184		I don't mean to stay awake at this hour . But that is what the poorest of all network would do you when you try to download !
67020137693323264	123	235		185		Facing difficulties in serving elder family member get assistance from respite care service and live life peacefully . http://ow.ly/2CnxL
67061858686877696	124	236		186		So supernatural . Actual and factual . Unstoppable , I'm possibly the illest possibility .
67717910742843392	125	237		187		RT @Dani_Brenae13 : I just missed the best twitpic opportunity smh .. This nigga was bald all over but had a pony tail of dreads lol <- 
67753209799770114	126	238		141		Whooaaaa bro these CELTICS are god dammmm babies !!! MAN UP
68254865498976256	127	239		142		Washing my motorcycle
68706092905009152	128	240		143		@BestRollerAlive I'm scoopin Jo right now
68869272474091520	129	241		144		@RubertOfficial right back atcha bro :)
69455921188839424	130					Sport Scouting the Bruins-Lightning East finals duel The Lightning and Bruins have a lot in common -- including two red- http://tiny.ly/ev0u
69860965243559936	131	242		145		Its the little things that strengthen my tiny wings .
70213412738707456	132	243		146		@Dat_Babiifayce I already have sis !!! Girl they hate me !
70353057795416064	133	244		147		@ThreeeStacks @lildick_e Woooooooow
70832126932688896	134	245		148		Noo its not cuss you have swag andd you wont look dumb ! @youloveants !!
71054265715666944	135	246		149		@Diva2ude lmbo
71580701027336192	136	247		150		Guhhh deeeh you !
71938097843150848	137	248		151		Know the Professionals , Information and facts on Cosmetic Dentist Procedures and Treatments : Anybody unfamiliar ... http://bit.ly/mEeohe
72124106778226688	138	249		152		@montse_nn All my loving I will send to you ♥
72683391883018240	139	250		153		TCA to play for Colorado 3A women's soccer championship . #charterschool #tca #soccer
73095465763213312	140	251		154		New FC Menu Utility 2.0 #apple http://t.co/VftFt2c
73409992300048384	141	252		155		RT @Sl0wb00gie : @ashleydene lol you know im down like 4 flats on a cadillac ... lol wut it do ?? || Haha ! love it
73549289246306304	142	253		156		Happy Guys Finish Last - EmpowHER.com http://t.co/orgxm33 vía @empowher
73912352650706944	143	254		157		I don't want any of these people in my house right now , don't have anything to talk about , going to bed
74596036592664577	144	255		158		Had Fun , Now I'm Omw To My Gma House For Her Birthday
74895518307852288	145	256		159		RT @CelebsFacts : Bruno Mars hates it when cameramen zoom in too close . #CelebsFacts
75228072177176577	146	257		160		@MrNixon357 aight leaving my crib in 20 minutes
75708378785132544	147	258		161		What should be the length of your #maternity #wear ? -part I http://bit.ly/mjmERk
75914859476303872	148	259		162		@TFP_103 @losoo5150 nigga u quit to
76295774077587456	149	260		163		@cliine3 thanks :3
76505732501086208	150	261		164		@_punkybrewster yea ik , just for me hahaa
77088128208338944	151	262		165		@YMMoss china
77509110769262592	152	263		166		Oo yeaa ii hear thunda ! Rainnn kum onnnnnn
77568652588761089	153	264		167		@Virg1877 I'M on east coast and their on . don't know how that works live in CA .? WITWIAL
78210964671045632	154	265		168		I think I do +_O " you're sick " RT @Mannando : Lmao u don even know what that means RT @M_teeDaQuEEn : Lol nawe lol RT
78501923518554112	155	266		169		1 , 2 , 3 , 4 , 5 Teen Titans !
78965478139236352	156	267		102		Ambitious young Italians are quitting their country in droves , leaving power in the hands of an elderly elite . http://t.co/6idomWv #tsunami
79213742906290176	157	268		103		@updateconf I think I thought a ticket the other day - PayPal says Yes , Eventbrite's never heard of me . Can you confirm success/fail status ?
79369892704436226	158	269		104		; idk why ... but ifeel like talkin dirty O_o
80007527739305984	159	270		105		@M40PixeL hi , how are you good ? http://t.co/aAY2Uga
80312218624851968	160	271		106		I think jawn was tryna be smart talk'n bout da baul little do she know I dnt give two shits about none of these Cheyney boy's .
80696429248651266	161	272		107		@FcknnMerissaa_ how ??!
81063447726538752	162	273		108		RT @ForeverrLeslie : Damn , when u hit your toe on the door you wanna say every cuss word you know
81421997929795585	163	274		109		RT @Martez_Faith : when in a relationship You need to understand the other person feelings besides yours .
81737984285749249	164	275		110		Excellent article about Intelligent Management founder Lepore inspired by Jewish philosophy to find business solutions http://bit.ly/kxbW2Q
82142126401519617	165	276		111		@Ollierussian I had potted shrimp last night . Except someone else ordered it & I couldn't work out why we had creme brulee for a starter ...
82498818251292672	166	277		112		Pain is pleasure
82874724648108032	167	278		113		RT @steven_moffat : " Daddy , what are THESE ? Can I have one ? These . Are . AWESOME !! " Louis , 9 , finding a VHS .
83081188935348224	168	279		114		I made $300 . That is on top of the $550 I've made earlier on this trip . Not bad if I do say so myself .
83647843818160128	169	280		115		@StephenRooney Not as bent as my finger ! It looks freaky !
83894980439052288	170	281		116		enjoys a good Snog at lunchtime .
84384665376538624	171	282		117		RT @djhellayella : Tonight I'm at Club West in San Antonio ... This is what it was like the last time I was there . ( cont ) http://tl.gd/bb2458
84473089739587584	172	283		118		@chamberlainwill Thanks for the #FF !
84959180389224448	173	284		119		TRUE BLOOD tonight ... still not sure I am gonna like the new XANADU style storyline they are getting into ... http://bit.ly/iXSxin
85371807527473152	174	285		120		Guess Who " American Woman "
85815107732520961	175	286		121		A woman dat wants me fa me ... . dats all I ask for .
85878395765915651	176	287		122		@SabrinagLeek haha u wish ! Just wait for me to fins a cool name tht has darren + loewe in it lol ( everything sounds bad :( )
86245875436896256	177	288		123		RT @ohaiimalex : Seeing warped tour ads everywhere makes me want to cry . My favorite bands are having signings and its killing me alfhak
86737590224551937	178	289		124		The 50% Return Method Billionaire Investor Warren Buffet Wishes He Could Use , You Can Use ! http://t.co/qsrdFJe
87027173336158208	179					Rick Ross b-day party at K.O.D $200 a head ... .. Im in the building ... ... ...
87519526148780032	180	290		125		" You should know , that if you come any closer .. I won't let you go . "
87752746064818176	181	291		126		@TmoNSays of course she is lol
88048499026968577	182	292		127		@AngieMaskeBerka NBC is going to have the NYC fireworks on . They are amazing-at least in person they were two years ago .
88422412772843520	183	293		128		@justinbieber I'm a big fan of yours and admire your work , follow me ? [/35
89021963468681216	184	294		129		Happy Main Event Day ! GL to all who are playing on Day 1A . Action begins at 3 ET .
89387769834651648	185	295		130		@RachelBlueBerry * jumps down walking over to you singing * Why do you do what you do to me ? Yea ! Why won't you answer me answer me ! Yea !
89721359562838016	186	296		131		@malamucha22 @MsLockallhearts they had their fun , we hd ours ! ;) lmaooo
90164034753667072	187	297		132		just did some unfollows .. I hate havin #deadweight on my TL
90210029348720641	188	298		133		@JoJoLyrics I hear enough talking , just turn round keep walking haha in that part
90896205177036800	189	299		134		My friends category is odd again -.-
91029244238503936	190	300		135		RT @Yueah_Bittie : You aint sh*t .
91387987346206720	191	301		136		@i_LikeEmThick Go to sleep . lol
91849759039557632	192	302		137		RT @EpicTweets_ : Staring at a hot guy and thinking ... We are going to make beautiful babies .
92356624110469120	193	303		138		Wow stuck my hand in his cage and he ran and hid in his tubes /:
92629488579526656	194	304		139		RT @SnackzBITCH : Eat that pussc like cold pizza lol
92762750178164736	195	305		140		@CoverGurlFayyy i did tooo ! this is getting goood . lol
93766442603913216	200	306	206			@modTINGsingh can we go to tims please and tonkkss
93871153625567232	201	307	207			I don't understand why someone would decline a game on words with friends #thingsunknown
94480048886779904	202	111	111			yeah Start all overrrr 3YearsBreakout
94895050479251456	203	88	88			@jlock4820 Brand New macbook with zero cost www.slop.in/qrvd
95279860716535808	204	89	89			What a bummer .
95440414517100544	205	90	90			Moving Truck Rentals http://dlvr.it/cTkhl
95974936845352960	206	91	91			Wind 2.2 mph NNW . Barometer 1019.0 mb , Rising . Temperature 15.5 °C . Rain today 0.0 mm . Humidity 59%
96526143808745472	208	92	92			RT @ZhihuiLee : Don't nonsense ley ! We brother sister ! :D @JasonTan1511 I thought you love @XuepingAdole ma !
97091615847485440	209	327	227			@walkerhell I know but passing uni so I can go to America next year and stalk out Corey , that's a plan .
97128986819305472	210	328	228			@eleven26am naw naw ima have to lock up w his ass lol but she's eating as usual 
98543599737782272	213	329	229			Nick Adamson's online audition for Gunrunner Billy Kane's character " The Rat " http://fb.me/Q2q1JwMr
98695861281886208	214	330	230			@CareenaCoolAss u not callin me
99150209292042240	215	331	231			hello bitches
99312692380188673	216	332	232			@D_Fikes I miss Fiko ..
99712200096219136	217	309	209			@Bryan_wright11 i lost all my contacts , smh .
